accession,spec count,peptide num,avg int m/z_126.127726,avg int m/z_127.124761,avg int m/z_127.131081,avg int m/z_128.128116,avg int m/z_128.134436,avg int m/z_129.131471,avg int m/z_129.13779,avg int m/z_130.134825,avg int m/z_130.141145,avg int m/z_131.13818,avg int m/z_131.1445,avg int m/z_132.141535,avg int m/z_132.147855,avg int m/z_133.14489,avg int m/z_133.15121,avg int m/z_134.148245,norm int m/z_126.127726,norm int m/z_127.124761,norm int m/z_127.131081,norm int m/z_128.128116,norm int m/z_128.134436,norm int m/z_129.131471,norm int m/z_129.13779,norm int m/z_130.134825,norm int m/z_130.141145,norm int m/z_131.13818,norm int m/z_131.1445,norm int m/z_132.141535,norm int m/z_132.147855,norm int m/z_133.14489,norm int m/z_133.15121,norm int m/z_134.148245,description
F7D3E1,2,2,2883,4330.5,1389.5,6356,5128,1674.5,4678.5,4646,2205,5778.5,5307,6198,2401.5,6207.5,6297.5,8208,3513.5,5327,2355.5,4729,3895.5,1985.5,6040.5,5544,3008,3825.5,6038.5,4973,3526.5,5766.5,4007,8509.5,Coiled-coil domain containing 191 (Fragment) OS=Mus musculus OX=10090 GN=Ccdc191 PE=1 SV=1
Q01237,1,1,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,NA,NA,NA,NA,NA,NA,3-hydroxy-3-methylglutaryl-coenzyme A reductase OS=Mus musculus OX=10090 GN=Hmgcr PE=1 SV=3
F2Z470,1,1,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,NA,NA,NA,NA,NA,NA,3-hydroxy-3-methylglutaryl coenzyme A reductase OS=Mus musculus OX=10090 GN=Hmgcr PE=1 SV=1
Q91ZZ5,1,1,6245,7070,3408,11909,6376,7641,2818,3010,3211,13292,3363,4481,3411,3752,5570,3236,7611,8697,5778,8861,4844,9062,3638,3591,4381,8800,3826,3595,5009,3485,3544,3355,Relaxin receptor 2 OS=Mus musculus OX=10090 GN=Rxfp2 PE=2 SV=2
Reverse_sp|Q505D9|TRI67_MOUSE,1,1,1855,1788,1164,7365,2755,2302,1522,4354,1046,2488,3954,3668,1310,3379,4823,3741,2261,2199,1973,5480,2093,2730,1965,5195,1427,1647,4499,2943,1923,3139,3069,3878,Tripartite motif-containing protein 67 OS=Mus musculus OX=10090 GN=Trim67 PE=2 SV=1
Q9WTK2,1,1,1855,1788,1164,7365,2755,2302,1522,4354,1046,2488,3954,3668,1310,3379,4823,3741,2261,2199,1973,5480,2093,2730,1965,5195,1427,1647,4499,2943,1923,3139,3069,3878,Chromodomain Y-like protein OS=Mus musculus OX=10090 GN=Cdyl PE=1 SV=1
Q9WTK2-2,1,1,1855,1788,1164,7365,2755,2302,1522,4354,1046,2488,3954,3668,1310,3379,4823,3741,2261,2199,1973,5480,2093,2730,1965,5195,1427,1647,4499,2943,1923,3139,3069,3878,Isoform 2 of Chromodomain Y-like protein OS=Mus musculus OX=10090 GN=Cdyl
Reverse_tr|F7D1J2|F7D1J2_MOUSE,1,1,1855,1788,1164,7365,2755,2302,1522,4354,1046,2488,3954,3668,1310,3379,4823,3741,2261,2199,1973,5480,2093,2730,1965,5195,1427,1647,4499,2943,1923,3139,3069,3878,Receptor (TNFRSF)-interacting serine-threonine kinase 1 (Fragment) OS=Mus musculus OX=10090 GN=Ripk1 PE=1 SV=1
Reverse_sp|Q60855|RIPK1_MOUSE,1,1,1855,1788,1164,7365,2755,2302,1522,4354,1046,2488,3954,3668,1310,3379,4823,3741,2261,2199,1973,5480,2093,2730,1965,5195,1427,1647,4499,2943,1923,3139,3069,3878,Receptor-interacting serine/threonine-protein kinase 1 OS=Mus musculus OX=10090 GN=Ripk1 PE=1 SV=1
O88738-2,2,2,366.5,825,417.5,1507,1289,911.5,779.5,1334,353.5,1947.5,614,1246,738.5,1380.5,1004.5,969.5,446.5,1014.5,707.5,1121,979,1080.5,1006,1591,481.5,1289,698,999,1084,1282,638.5,1004.5,Isoform 2 of Dual E2 ubiquitin-conjugating enzyme/E3 ubiquitin-protein ligase BIRC6 OS=Mus musculus OX=10090 GN=Birc6
S4R2P8,2,2,366.5,825,417.5,1507,1289,911.5,779.5,1334,353.5,1947.5,614,1246,738.5,1380.5,1004.5,969.5,446.5,1014.5,707.5,1121,979,1080.5,1006,1591,481.5,1289,698,999,1084,1282,638.5,1004.5,Dual E2 ubiquitin-conjugating enzyme/E3 ubiquitin-protein ligase BIRC6 OS=Mus musculus OX=10090 GN=Birc6 PE=1 SV=1
S4R1L5,2,2,366.5,825,417.5,1507,1289,911.5,779.5,1334,353.5,1947.5,614,1246,738.5,1380.5,1004.5,969.5,446.5,1014.5,707.5,1121,979,1080.5,1006,1591,481.5,1289,698,999,1084,1282,638.5,1004.5,Dual E2 ubiquitin-conjugating enzyme/E3 ubiquitin-protein ligase BIRC6 OS=Mus musculus OX=10090 GN=Birc6 PE=1 SV=1
O88738,2,2,366.5,825,417.5,1507,1289,911.5,779.5,1334,353.5,1947.5,614,1246,738.5,1380.5,1004.5,969.5,446.5,1014.5,707.5,1121,979,1080.5,1006,1591,481.5,1289,698,999,1084,1282,638.5,1004.5,Dual E2 ubiquitin-conjugating enzyme/E3 ubiquitin-protein ligase BIRC6 OS=Mus musculus OX=10090 GN=Birc6 PE=1 SV=2
O88738-3,2,2,366.5,825,417.5,1507,1289,911.5,779.5,1334,353.5,1947.5,614,1246,738.5,1380.5,1004.5,969.5,446.5,1014.5,707.5,1121,979,1080.5,1006,1591,481.5,1289,698,999,1084,1282,638.5,1004.5,Isoform 3 of Dual E2 ubiquitin-conjugating enzyme/E3 ubiquitin-protein ligase BIRC6 OS=Mus musculus OX=10090 GN=Birc6
Reverse_sp|Q9R0M0-2|CELR2_MOUSE,1,1,4531,3586,2803,3961,4819,2622,4164,3403,4053,6661,4491,6633,3430,4636,4820,6063,5522,4411,4752,2947,3661,3109,5376,4060,5530,4410,5110,5322,5037,4307,3067,6286,Isoform 2 of Cadherin EGF LAG seven-pass G-type receptor 2 OS=Mus musculus OX=10090 GN=Celsr2
Reverse_sp|Q9R0M0|CELR2_MOUSE,1,1,4531,3586,2803,3961,4819,2622,4164,3403,4053,6661,4491,6633,3430,4636,4820,6063,5522,4411,4752,2947,3661,3109,5376,4060,5530,4410,5110,5322,5037,4307,3067,6286,Cadherin EGF LAG seven-pass G-type receptor 2 OS=Mus musculus OX=10090 GN=Celsr2 PE=1 SV=3
E9Q394-2,1,1,3397,3706,2654,5061,22041,2509,11450,7402,3006,8637,7506,12458,5978,9933,11878,7742,4140,4559,4500,3765,16747,2975,14784,8832,4101,5718,8541,9996,8779,9228,7559,8026,Isoform 2 of A-kinase anchor protein 13 OS=Mus musculus OX=10090 GN=Akap13
A0A140LJJ5,1,1,3397,3706,2654,5061,22041,2509,11450,7402,3006,8637,7506,12458,5978,9933,11878,7742,4140,4559,4500,3765,16747,2975,14784,8832,4101,5718,8541,9996,8779,9228,7559,8026,A-kinase anchor protein 13 OS=Mus musculus OX=10090 GN=Akap13 PE=1 SV=1
A0A140LIX0,1,1,3397,3706,2654,5061,22041,2509,11450,7402,3006,8637,7506,12458,5978,9933,11878,7742,4140,4559,4500,3765,16747,2975,14784,8832,4101,5718,8541,9996,8779,9228,7559,8026,A kinase anchor protein 13 (Fragment) OS=Mus musculus OX=10090 GN=Akap13 PE=1 SV=2
E9Q394,1,1,3397,3706,2654,5061,22041,2509,11450,7402,3006,8637,7506,12458,5978,9933,11878,7742,4140,4559,4500,3765,16747,2975,14784,8832,4101,5718,8541,9996,8779,9228,7559,8026,A-kinase anchor protein 13 OS=Mus musculus OX=10090 GN=Akap13 PE=1 SV=1
P08032,1,1,778,713,621,1124,864,441,1067,885,570,1188,1421,802,534,1146,1390,1042,948,877,1053,836,656,523,1377,1056,777,786,1616,643,784,1064,884,1080,"Spectrin alpha chain, erythrocytic 1 OS=Mus musculus OX=10090 GN=Spta1 PE=1 SV=3"
Reverse_sp|E9QAT4-2|SC16A_MOUSE,1,1,0,578,432,338,1092,261,529,269,0,722,425,1021,591,519,793,703,NA,711,732,251,829,309,683,321,NA,478,483,819,867,482,504,728,Isoform 2 of Protein transport protein Sec16A OS=Mus musculus OX=10090 GN=Sec16a
Reverse_tr|F7BPW6|F7BPW6_MOUSE,1,1,0,578,432,338,1092,261,529,269,0,722,425,1021,591,519,793,703,NA,711,732,251,829,309,683,321,NA,478,483,819,867,482,504,728,Protein transport protein sec16 (Fragment) OS=Mus musculus OX=10090 GN=Sec16a PE=1 SV=1
Reverse_sp|E9QAT4|SC16A_MOUSE,1,1,0,578,432,338,1092,261,529,269,0,722,425,1021,591,519,793,703,NA,711,732,251,829,309,683,321,NA,478,483,819,867,482,504,728,Protein transport protein Sec16A OS=Mus musculus OX=10090 GN=Sec16a PE=1 SV=1
Q0VG85-6,1,1,490,480,318,476,374,590,666,0,0,673,0,920,385,627,642,269,597,590,539,354,284,699,859,NA,NA,445,NA,738,565,582,408,278,Isoform 4 of Coiled-coil domain-containing protein 162 OS=Mus musculus OX=10090 GN=Ccdc162
A0A1L1ST15,1,1,490,480,318,476,374,590,666,0,0,673,0,920,385,627,642,269,597,590,539,354,284,699,859,NA,NA,445,NA,738,565,582,408,278,Coiled-coil domain containing 162 OS=Mus musculus OX=10090 GN=Ccdc162 PE=4 SV=1
Reverse_tr|G3X8Q1|G3X8Q1_MOUSE,1,1,1706,2083,532,1745,2258,2299,1261,850,1323,4109,2519,2616,734,4334,2501,3112,2079,2562,902,1298,1715,2726,1628,1014,1805,2720,2866,2099,1077,4026,1591,3226,Calcineurin-binding protein cabin-1 OS=Mus musculus OX=10090 GN=Cabin1 PE=1 SV=1
Reverse_sp|Q8BZ21|KAT6A_MOUSE,1,1,5477,7218,5296,6506,6441,8457,5272,5345,6494,7089,8957,6985,6503,7490,8534,10275,6675,8879,8980,4841,4894,10030,6807,6378,8860,4693,10192,5604,9550,6958,5431,10653,Histone acetyltransferase KAT6A OS=Mus musculus OX=10090 GN=Kat6a PE=1 SV=2
Reverse_tr|G3X940|G3X940_MOUSE,1,1,5477,7218,5296,6506,6441,8457,5272,5345,6494,7089,8957,6985,6503,7490,8534,10275,6675,8879,8980,4841,4894,10030,6807,6378,8860,4693,10192,5604,9550,6958,5431,10653,Histone acetyltransferase OS=Mus musculus OX=10090 GN=Kat6a PE=1 SV=1
Reverse_tr|A0A5F8MPX1|A0A5F8MPX1_MOUSE,1,1,5477,7218,5296,6506,6441,8457,5272,5345,6494,7089,8957,6985,6503,7490,8534,10275,6675,8879,8980,4841,4894,10030,6807,6378,8860,4693,10192,5604,9550,6958,5431,10653,Histone acetyltransferase OS=Mus musculus OX=10090 GN=Kat6a PE=1 SV=1
Reverse_sp|P13541|MYH3_MOUSE,1,1,905,1147,424,3171,3066,914,1517,920,932,3353,904,1581,756,985,1454,774,1103,1411,718,2359,2329,1084,1958,1097,1271,2219,1028,1268,1110,915,925,802,Myosin-3 OS=Mus musculus OX=10090 GN=Myh3 PE=2 SV=2
E9PZM4,1,1,2835,3435,1552,2361,3832,2860,2599,1894,3191,5081,3899,4221,1797,3619,4327,3089,3455,4225,2631,1756,2911,3391,3355,2260,4354,3364,4436,3386,2639,3362,2753,3202,Chromodomain-helicase-DNA-binding protein 2 OS=Mus musculus OX=10090 GN=Chd2 PE=1 SV=1
A0A0G2JEP1,1,1,2835,3435,1552,2361,3832,2860,2599,1894,3191,5081,3899,4221,1797,3619,4327,3089,3455,4225,2631,1756,2911,3391,3355,2260,4354,3364,4436,3386,2639,3362,2753,3202,DNA helicase (Fragment) OS=Mus musculus OX=10090 GN=Chd2 PE=1 SV=1
A2AQH4,1,1,423,325,0,723,330,580,894,457,0,329,558,617,326,551,362,502,515,399,NA,537,250,687,1154,545,NA,217,634,495,478,511,230,520,BCL-6 corepressor-like protein 1 OS=Mus musculus OX=10090 GN=Bcorl1 PE=2 SV=1
F8WJL9,1,1,423,325,0,723,330,580,894,457,0,329,558,617,326,551,362,502,515,399,NA,537,250,687,1154,545,NA,217,634,495,478,511,230,520,BCL6 co-repressor-like 1 (Fragment) OS=Mus musculus OX=10090 GN=Bcorl1 PE=1 SV=1
Q8K441,1,1,2827,6696,6785,8599,8444,6461,3259,4712,7087,6077,5819,12299,4341,8656,19788,8089,3445,8237,11505,6398,6415,7662,4208,5622,9670,4023,6621,9868,6375,8041,12593,8386,ATP-binding cassette sub-family A member 6 OS=Mus musculus OX=10090 GN=Abca6 PE=1 SV=2
Reverse_tr|E9QAB8|E9QAB8_MOUSE,1,1,0,0,0,0,0,0,1224,0,0,0,0,0,665,0,0,0,NA,NA,NA,NA,NA,NA,1580,NA,NA,NA,NA,NA,976,NA,NA,NA,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 OS=Mus musculus OX=10090 GN=Smarca2 PE=1 SV=1"
Reverse_tr|H3BKN5|H3BKN5_MOUSE,1,1,0,0,0,0,0,0,1224,0,0,0,0,0,665,0,0,0,NA,NA,NA,NA,NA,NA,1580,NA,NA,NA,NA,NA,976,NA,NA,NA,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 (Fragment) OS=Mus musculus OX=10090 GN=Smarca2 PE=1 SV=2"
Reverse_sp|Q76LL6-4|FHOD3_MOUSE,1,1,657,779,818,4065,1241,0,1089,2006,772,1699,1343,1939,692,1623,1349,802,800,958,1387,3024,942,NA,1406,2393,1053,1124,1528,1555,1016,1507,858,831,Isoform 4 of FH1/FH2 domain-containing protein 3 OS=Mus musculus OX=10090 GN=Fhod3
Reverse_tr|A0AAQ4VMT4|A0AAQ4VMT4_MOUSE,1,1,657,779,818,4065,1241,0,1089,2006,772,1699,1343,1939,692,1623,1349,802,800,958,1387,3024,942,NA,1406,2393,1053,1124,1528,1555,1016,1507,858,831,Formin homology 2 domain containing 3 OS=Mus musculus OX=10090 GN=Fhod3 PE=1 SV=1
Reverse_sp|Q76LL6|FHOD3_MOUSE,1,1,657,779,818,4065,1241,0,1089,2006,772,1699,1343,1939,692,1623,1349,802,800,958,1387,3024,942,NA,1406,2393,1053,1124,1528,1555,1016,1507,858,831,FH1/FH2 domain-containing protein 3 OS=Mus musculus OX=10090 GN=Fhod3 PE=1 SV=1
Reverse_sp|A6H619-2|PHRF1_MOUSE,1,1,2932,3871,4466,10943,11622,3394,5294,8223,2913,10588,1476,5821,5048,4761,6624,3969,3573,4762,7572,8142,8830,4025,6835,9812,3974,7010,1679,4670,7413,4423,4215,4115,Isoform 2 of PHD and RING finger domain-containing protein 1 OS=Mus musculus OX=10090 GN=Phrf1
Reverse_tr|F7ANA1|F7ANA1_MOUSE,1,1,2932,3871,4466,10943,11622,3394,5294,8223,2913,10588,1476,5821,5048,4761,6624,3969,3573,4762,7572,8142,8830,4025,6835,9812,3974,7010,1679,4670,7413,4423,4215,4115,PHD and ring finger domains 1 (Fragment) OS=Mus musculus OX=10090 GN=Phrf1 PE=1 SV=1
Reverse_sp|A6H619|PHRF1_MOUSE,1,1,2932,3871,4466,10943,11622,3394,5294,8223,2913,10588,1476,5821,5048,4761,6624,3969,3573,4762,7572,8142,8830,4025,6835,9812,3974,7010,1679,4670,7413,4423,4215,4115,PHD and RING finger domain-containing protein 1 OS=Mus musculus OX=10090 GN=Phrf1 PE=1 SV=2
B1AVK5,1,1,0,0,0,530,307,358,476,373,335,0,294,551,414,344,364,639,NA,NA,NA,394,233,424,614,445,457,NA,334,442,608,319,231,662,"Collagen, type IV, alpha 6 OS=Mus musculus OX=10090 GN=Col4a6 PE=1 SV=1"
S4R209,1,1,2968,6260,4979,7572,1308,6254,145,1294,5531,10671,743,1490,681,770,418,654,3617,7701,8442,5634,993,7417,187,1544,7546,7065,845,1195,1000,715,266,678,Proline-rich coiled-coil 2C (Fragment) OS=Mus musculus OX=10090 GN=Prrc2c PE=1 SV=1
S4R2L9,1,1,2968,6260,4979,7572,1308,6254,145,1294,5531,10671,743,1490,681,770,418,654,3617,7701,8442,5634,993,7417,187,1544,7546,7065,845,1195,1000,715,266,678,Proline-rich coiled-coil 2C (Fragment) OS=Mus musculus OX=10090 GN=Prrc2c PE=1 SV=1
Q61526,1,1,1127,992,682,981,816,927,735,1226,648,1268,765,1608,958,1064,980,1356,1373,1220,1156,729,620,1099,949,1463,884,839,870,1290,1406,988,623,1405,Receptor tyrosine-protein kinase erbB-3 OS=Mus musculus OX=10090 GN=Erbb3 PE=1 SV=2
Q9EQS9-3,1,1,0,0,0,0,0,0,0,1499,133,2968,437,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1788,181,1965,497,NA,NA,NA,NA,NA,Isoform 3 of Immunoglobulin superfamily DCC subclass member 4 OS=Mus musculus OX=10090 GN=Igdcc4
P55012,1,1,1835,1141,836,1283,1343,1207,1414,1931,1578,2941,2348,3095,1323,1684,2156,2566,2236,1403,1417,954,1020,1431,1825,2304,2153,1947,2671,2483,1942,1564,1372,2660,Solute carrier family 12 member 2 OS=Mus musculus OX=10090 GN=Slc12a2 PE=1 SV=2
E9QM38,1,1,1835,1141,836,1283,1343,1207,1414,1931,1578,2941,2348,3095,1323,1684,2156,2566,2236,1403,1417,954,1020,1431,1825,2304,2153,1947,2671,2483,1942,1564,1372,2660,"Solute carrier family 12, member 2 OS=Mus musculus OX=10090 GN=Slc12a2 PE=1 SV=1"
Q01149,2,2,480.5,1123.5,590.5,1690,1577.5,593,1009,762,565,1398,1402.5,873.5,5038.5,1018.5,1569.5,1859,585.5,1381.5,1001,1257,1198,702.5,1302,909,770.5,925.5,1595.5,700.5,7399,946,998.5,1927,Collagen alpha-2(I) chain OS=Mus musculus OX=10090 GN=Col1a2 PE=1 SV=2
E0CXI2,2,2,480.5,1123.5,590.5,1690,1577.5,593,1009,762,565,1398,1402.5,873.5,5038.5,1018.5,1569.5,1859,585.5,1381.5,1001,1257,1198,702.5,1302,909,770.5,925.5,1595.5,700.5,7399,946,998.5,1927,"Collagen, type I, alpha 2 (Fragment) OS=Mus musculus OX=10090 GN=Col1a2 PE=1 SV=1"
Reverse_sp|Q7TMC8|FCSK_MOUSE,1,1,2740,2307,2590,3286,4425,2320,3265,3877,2767,3567,3900,3293,3833,3813,5292,3894,3339,2838,4391,2445,3362,2751,4215,4626,3775,2361,4437,2642,5629,3542,3368,4037,L-fucose kinase OS=Mus musculus OX=10090 GN=Fcsk PE=1 SV=1
Reverse_tr|A0A1D5RLM8|A0A1D5RLM8_MOUSE,5,5,1369.5,1231.25,1553.25,3430,3519.25,875.75,2267.75,3692.75,1375,3000.25,2349.25,2189.5,2686.5,3072.25,2841.75,2661.25,1668.75,1514,2633.25,2551.75,2673.75,1038.25,2927.5,4406.25,1875.75,1985.75,2672.75,1756,3945,2853.75,1808.25,2758.75,EF-hand calcium binding domain 3 OS=Mus musculus OX=10090 GN=Efcab3 PE=1 SV=2
Q5F226,3,3,5481,6704.33,3368,15125,23896.33,6949.67,7937,17188.67,5304,19643.33,8901.67,9477.67,13105.33,14592.33,16921.33,11518.67,6680.33,8247,5710.67,11254,18156.33,8242,10248,20511,7237,13005,10129,7604.67,19246,13557,10768.67,11942,Protocadherin Fat 2 OS=Mus musculus OX=10090 GN=Fat2 PE=1 SV=1
Reverse_tr|E9PVZ8|E9PVZ8_MOUSE,1,1,680,1359,689,1300,2121,1036,996,970,721,2003,1017,1485,1139,1212,1178,1254,828,1671,1168,967,1611,1228,1286,1157,983,1326,1157,1191,1672,1126,749,1300,Golgin B1 OS=Mus musculus OX=10090 GN=Golgb1 PE=1 SV=1
Reverse_tr|E9QAH1|E9QAH1_MOUSE,1,1,680,1359,689,1300,2121,1036,996,970,721,2003,1017,1485,1139,1212,1178,1254,828,1671,1168,967,1611,1228,1286,1157,983,1326,1157,1191,1672,1126,749,1300,Golgin B1 OS=Mus musculus OX=10090 GN=Golgb1 PE=1 SV=1
Reverse_tr|A0A087WNU5|A0A087WNU5_MOUSE,1,1,7352,11003,6375,8218,22317,5743,18180,13347,7651,21359,16413,27615,8005,25522,22297,19685,8961,13536,10809,6114,16956,6811,23475,15927,10439,14141,18676,22158,11756,23711,14190,20409,"Ankyrin 3, epithelial (Fragment) OS=Mus musculus OX=10090 GN=Ank3 PE=1 SV=1"
Reverse_tr|S4R2K9|S4R2K9_MOUSE,1,1,7352,11003,6375,8218,22317,5743,18180,13347,7651,21359,16413,27615,8005,25522,22297,19685,8961,13536,10809,6114,16956,6811,23475,15927,10439,14141,18676,22158,11756,23711,14190,20409,"Ankyrin 3, epithelial (Fragment) OS=Mus musculus OX=10090 GN=Ank3 PE=1 SV=1"
Reverse_tr|S4R208|S4R208_MOUSE,1,1,7352,11003,6375,8218,22317,5743,18180,13347,7651,21359,16413,27615,8005,25522,22297,19685,8961,13536,10809,6114,16956,6811,23475,15927,10439,14141,18676,22158,11756,23711,14190,20409,"Ankyrin 3, epithelial (Fragment) OS=Mus musculus OX=10090 GN=Ank3 PE=1 SV=1"
Reverse_tr|E9Q2C0|E9Q2C0_MOUSE,1,1,2029,1796,1445,6915,1819,2081,1691,2254,1076,3505,977,1951,1099,2081,2080,1527,2473,2209,2450,5145,1382,2468,2183,2689,1468,2320,1111,1565,1614,1933,1323,1583,Cilia and flagella associated protein 46 OS=Mus musculus OX=10090 GN=Cfap46 PE=1 SV=2
Reverse_tr|A0A140LHT4|A0A140LHT4_MOUSE,1,1,287,378,0,615,592,0,667,882,481,789,716,626,427,977,695,1063,349,465,NA,457,449,NA,861,1052,656,522,814,502,627,907,442,1102,Predicted gene 9195 OS=Mus musculus OX=10090 GN=Gm9195 PE=4 SV=1
Reverse_sp|A6H584|CO6A5_MOUSE,1,1,0,0,298,554,1163,0,386,589,494,894,370,0,700,501,290,0,NA,NA,505,412,883,NA,498,702,674,591,421,NA,1028,465,184,NA,Collagen alpha-5(VI) chain OS=Mus musculus OX=10090 GN=Col6a5 PE=1 SV=4
Reverse_tr|A0A140T8W1|A0A140T8W1_MOUSE,1,1,0,0,298,554,1163,0,386,589,494,894,370,0,700,501,290,0,NA,NA,505,412,883,NA,498,702,674,591,421,NA,1028,465,184,NA,Collagen alpha-5(VI) chain OS=Mus musculus OX=10090 GN=Col6a5 PE=1 SV=1
Q8VHX6-2,1,1,35187,15382,14021,17150,17757,4469,18155,18432,23692,21111,25797,21583,24907,23237,30821,28313,42888,18923,23774,12761,13492,5300,23442,21995,32327,13977,29354,17318,36578,21588,19615,29354,Isoform 2 of Filamin-C OS=Mus musculus OX=10090 GN=Flnc
Q8VHX6,1,1,35187,15382,14021,17150,17757,4469,18155,18432,23692,21111,25797,21583,24907,23237,30821,28313,42888,18923,23774,12761,13492,5300,23442,21995,32327,13977,29354,17318,36578,21588,19615,29354,Filamin-C OS=Mus musculus OX=10090 GN=Flnc PE=1 SV=3
Q8BQ48-2,1,1,1070,917,757,2919,1977,1055,1669,1970,659,1292,1743,2343,736,1830,1323,1298,1304,1128,1283,2171,1502,1251,2155,2350,899,855,1983,1880,1080,1700,842,1345,Isoform 2 of Centrosomal protein of 295 kDa OS=Mus musculus OX=10090 GN=Cep295
F7BWD7,1,1,1070,917,757,2919,1977,1055,1669,1970,659,1292,1743,2343,736,1830,1323,1298,1304,1128,1283,2171,1502,1251,2155,2350,899,855,1983,1880,1080,1700,842,1345,Centrosomal protein 295 (Fragment) OS=Mus musculus OX=10090 GN=Cep295 PE=1 SV=1
E9QPW4,1,1,1070,917,757,2919,1977,1055,1669,1970,659,1292,1743,2343,736,1830,1323,1298,1304,1128,1283,2171,1502,1251,2155,2350,899,855,1983,1880,1080,1700,842,1345,Centrosomal protein of 295 kDa OS=Mus musculus OX=10090 GN=Cep295 PE=1 SV=1
A0A1N9NPH8,1,1,1070,917,757,2919,1977,1055,1669,1970,659,1292,1743,2343,736,1830,1323,1298,1304,1128,1283,2171,1502,1251,2155,2350,899,855,1983,1880,1080,1700,842,1345,Centrosomal protein of 295 kDa OS=Mus musculus OX=10090 GN=Cep295 PE=1 SV=1
Q8BQ48,1,1,1070,917,757,2919,1977,1055,1669,1970,659,1292,1743,2343,736,1830,1323,1298,1304,1128,1283,2171,1502,1251,2155,2350,899,855,1983,1880,1080,1700,842,1345,Centrosomal protein of 295 kDa OS=Mus musculus OX=10090 GN=Cep295 PE=1 SV=3
Q8BQ48-6,1,1,1070,917,757,2919,1977,1055,1669,1970,659,1292,1743,2343,736,1830,1323,1298,1304,1128,1283,2171,1502,1251,2155,2350,899,855,1983,1880,1080,1700,842,1345,Isoform 6 of Centrosomal protein of 295 kDa OS=Mus musculus OX=10090 GN=Cep295
Q8BQ48-5,1,1,1070,917,757,2919,1977,1055,1669,1970,659,1292,1743,2343,736,1830,1323,1298,1304,1128,1283,2171,1502,1251,2155,2350,899,855,1983,1880,1080,1700,842,1345,Isoform 5 of Centrosomal protein of 295 kDa OS=Mus musculus OX=10090 GN=Cep295
Q8BQ48-3,1,1,1070,917,757,2919,1977,1055,1669,1970,659,1292,1743,2343,736,1830,1323,1298,1304,1128,1283,2171,1502,1251,2155,2350,899,855,1983,1880,1080,1700,842,1345,Isoform 3 of Centrosomal protein of 295 kDa OS=Mus musculus OX=10090 GN=Cep295
A2AKX3-2,17,17,71.83,157.83,76.67,346.33,316.83,0,438.33,177.67,222.83,388.5,372.5,327.67,75.5,331.67,828.67,132.17,87.5,194.17,130,257.5,240.67,NA,565.67,211.83,303.83,257,423.67,262.67,110.83,308,527.17,137,Isoform 2 of Probable helicase senataxin OS=Mus musculus OX=10090 GN=Setx
F6R186,17,17,71.83,157.83,76.67,346.33,316.83,0,438.33,177.67,222.83,388.5,372.5,327.67,75.5,331.67,828.67,132.17,87.5,194.17,130,257.5,240.67,NA,565.67,211.83,303.83,257,423.67,262.67,110.83,308,527.17,137,Senataxin (Fragment) OS=Mus musculus OX=10090 GN=Setx PE=1 SV=1
A2AKX3,17,17,71.83,157.83,76.67,346.33,316.83,0,438.33,177.67,222.83,388.5,372.5,327.67,75.5,331.67,828.67,132.17,87.5,194.17,130,257.5,240.67,NA,565.67,211.83,303.83,257,423.67,262.67,110.83,308,527.17,137,Probable helicase senataxin OS=Mus musculus OX=10090 GN=Setx PE=1 SV=1
Q8C147,1,1,5401,6661,5978,7154,16144,6450,8416,9050,5048,14803,8415,8056,7119,12019,8862,10946,6583,8194,10136,5323,12266,7649,10867,10799,6887,9800,9575,6464,10455,11166,5640,11348,Dedicator of cytokinesis protein 8 OS=Mus musculus OX=10090 GN=Dock8 PE=1 SV=4
A2AUY4-2,1,1,6146,9845,4049,26252,22862,11653,4527,23294,8668,25050,15976,14566,19500,28577,32323,18803,7491,12111,6865,19533,17371,13820,5845,27797,11827,16585,18179,11687,28637,26549,20571,19494,Isoform 2 of Bromodomain adjacent to zinc finger domain protein 2B OS=Mus musculus OX=10090 GN=Baz2b
A2AUY3,1,1,6146,9845,4049,26252,22862,11653,4527,23294,8668,25050,15976,14566,19500,28577,32323,18803,7491,12111,6865,19533,17371,13820,5845,27797,11827,16585,18179,11687,28637,26549,20571,19494,"Bromodomain adjacent to zinc finger domain, 2B (Fragment) OS=Mus musculus OX=10090 GN=Baz2b PE=1 SV=1"
A2AUY4,1,1,6146,9845,4049,26252,22862,11653,4527,23294,8668,25050,15976,14566,19500,28577,32323,18803,7491,12111,6865,19533,17371,13820,5845,27797,11827,16585,18179,11687,28637,26549,20571,19494,Bromodomain adjacent to zinc finger domain protein 2B OS=Mus musculus OX=10090 GN=Baz2b PE=1 SV=1
P61407,1,1,696,569,581,381,779,475,687,428,293,672,611,330,707,599,476,573,848,699,985,283,591,563,887,510,399,444,695,264,1038,556,302,594,Tudor domain-containing protein 6 OS=Mus musculus OX=10090 GN=Tdrd6 PE=1 SV=1
